Gene Symbol,Description,Ensembl ID,Entrez ID,Vision,Auditory,Olfactory,Touch,Gene_hgnc
KCNK18,,ENSG00000186795,338567,yes,no,no,no,KCNK18
KCNK2,,ENSG00000082482,3776,yes,no,no,no,KCNK2
KCNK4,,ENSG00000182450,50801,yes,no,no,yes,KCNK4
KCNK9,,ENSG00000169427,51305,yes,yes,no,no,KCNK9
KCNMA1,,ENSG00000156113,3778,yes,yes,no,no,KCNMA1
KCNMB2,,ENSG00000197584,10242,yes,no,no,no,KCNMB2
KCNN2,,ENSG00000080709,3781,yes,no,no,yes,KCNN2
KCNQ2,,ENSG00000075043,3785,yes,no,no,no,KCNQ2
KCNQ3,,ENSG00000184156,3786,yes,no,no,no,KCNQ3
KCNQ5,,ENSG00000185760,56479,yes,no,no,no,KCNQ5
KCNT1,,ENSG00000107147,57582,yes,no,no,yes,KCNT1
KCNT2,,ENSG00000162687,343450,yes,no,no,no,KCNT2
KCNV1,,ENSG00000164794,27012,yes,no,no,no,KCNV1
KCNV2,,ENSG00000168263,169522,yes,no,no,yes,KCNV2
KCTD17,,ENSG00000100379,79734,yes,no,no,no,KCTD17
KCTD7,,ENSG00000243335,154881,yes,no,no,no,KCTD7
KDM1A,,ENSG00000004487,23028,yes,no,no,yes,KDM1A
KDM5A,,ENSG00000073614,5927,yes,no,no,no,KDM5A
KDM5B,,ENSG00000117139,10765,yes,no,no,no,KDM5B
KDM6B,,ENSG00000132510,23135,yes,no,no,no,KDM6B
KDSR,,ENSG00000119537,2531,yes,yes,no,no,KDSR
KERA,,ENSG00000139330,11081,yes,no,no,no,KERA
KIAA0319L,,ENSG00000142687,79932,yes,no,no,no,KIAA0319L
KIAA0513,,ENSG00000135709,9764,yes,no,no,no,KIAA0513
KIAA1217,,ENSG00000120549,56243,yes,no,no,no,KIAA1217
KIAA1549,,ENSG00000122778,57670,yes,yes,no,no,KIAA1549
KIAA1549L,,ENSG00000110427,25758,yes,no,no,no,KIAA1549L
KIDINS220,,ENSG00000134313,57498,yes,yes,no,no,KIDINS220
KIF11,,ENSG00000138160,3832,yes,no,no,no,KIF11
KIF15,,ENSG00000163808,56992,yes,yes,no,no,KIF15
KIF17,,ENSG00000117245,57576,yes,no,no,no,KIF17
KIF1B,,ENSG00000054523,23095,yes,yes,no,yes,KIF1B
KIF1C,,ENSG00000129250,10749,yes,yes,no,yes,KIF1C
KIF20B,,ENSG00000138182,9585,yes,yes,no,no,KIF20B
KIF22,,ENSG00000079616,3835,yes,no,no,no,KIF22
KIF26A,,ENSG00000066735,26153,yes,no,no,no,KIF26A
KIF2A,,ENSG00000068796,3796,yes,no,no,no,KIF2A
KIF3B,,ENSG00000101350,9371,yes,no,no,no,KIF3B
KIF5A,,ENSG00000155980,3798,yes,yes,no,yes,KIF5A
KIF6,,ENSG00000164627,221458,yes,no,no,no,KIF6
KIFBP,,ENSG00000198954,26128,yes,yes,no,no,KIFBP
KIFC3,,ENSG00000140859,3801,yes,no,no,no,KIFC3
KIRREL1,,ENSG00000183853,55243,yes,no,no,no,KIRREL1
KITLG,,ENSG00000049130,4254,yes,yes,no,no,KITLG
KLC2,,ENSG00000174996,64837,yes,yes,no,yes,KLC2
KLF1,,ENSG00000105610,10661,yes,yes,no,no,KLF1
KLF10,,ENSG00000155090,7071,yes,no,no,no,KLF10
KLF11,,ENSG00000172059,8462,yes,no,no,no,KLF11
KLF13,,ENSG00000169926,51621,yes,no,no,no,KLF13
KLHL18,,ENSG00000114648,23276,yes,no,no,no,KLHL18
KLHL23,,ENSG00000213160,151230,yes,no,no,no,KLHL23
KLHL25,,ENSG00000183655,64410,yes,no,no,no,KLHL25
KLHL29,,ENSG00000119771,114818,yes,no,no,no,KLHL29
KLHL3,,ENSG00000146021,26249,yes,no,no,no,KLHL3
KLHL32,,ENSG00000186231,114792,yes,no,no,no,KLHL32
KLHL36,,ENSG00000135686,79786,yes,no,no,no,KLHL36
KLHL40,,ENSG00000157119,131377,yes,no,no,no,KLHL40
KLHL41,,ENSG00000239474,10324,yes,no,no,no,KLHL41
KLHL7,,ENSG00000122550,55975,yes,yes,no,no,KLHL7
KLLN,,ENSG00000227268,100144748,yes,yes,no,no,KLLN
KLRC4,,ENSG00000183542,8302,yes,no,no,yes,KLRC4
KMT2A,,ENSG00000118058,4297,yes,yes,no,no,KMT2A
KMT2B,,ENSG00000272333,9757,yes,no,no,no,KMT2B
KMT5B,,ENSG00000110066,51111,yes,no,no,no,KMT5B
KMT5C,,ENSG00000133247,84787,yes,no,no,no,KMT5C
KRI1,,ENSG00000129347,65095,yes,no,no,no,KRI1
KRIT1,,ENSG00000001631,889,yes,yes,no,yes,KRIT1
KRT10,,ENSG00000186395,3858,yes,no,no,no,KRT10
KRT12,,ENSG00000187242,3859,yes,no,no,no,KRT12
KRT13,,ENSG00000171401,3860,yes,no,no,no,KRT13
KRT14,,ENSG00000186847,3861,yes,no,no,yes,KRT14
KRT15,,ENSG00000171346,3866,yes,no,no,no,KRT15
KRT25,,ENSG00000204897,147183,yes,no,no,no,KRT25
KRT3,,ENSG00000186442,3850,yes,no,no,no,KRT3
KRT5,,ENSG00000186081,3852,yes,yes,no,yes,KRT5
KRT71,,ENSG00000139648,112802,yes,no,no,no,KRT71
KRT74,,ENSG00000170484,121391,yes,no,no,no,KRT74
KRTCAP3,,ENSG00000157992,200634,yes,no,no,no,KRTCAP3
KY,,ENSG00000174611,339855,yes,yes,no,no,KY
L2HGDH,,ENSG00000087299,79944,yes,yes,no,no,L2HGDH
L3MBTL4,,ENSG00000154655,91133,yes,no,no,no,L3MBTL4
LACC1,,ENSG00000179630,144811,yes,no,no,no,LACC1
LACRT,,ENSG00000135413,90070,yes,no,no,no,LACRT
LAMA1,,ENSG00000101680,284217,yes,no,no,no,LAMA1
LAMA2,,ENSG00000196569,3908,yes,yes,no,no,LAMA2
LAMA3,,ENSG00000053747,3909,yes,no,no,no,LAMA3
LAMA5,,ENSG00000130702,3911,yes,no,no,no,LAMA5
LAMB2,,ENSG00000172037,3913,yes,no,no,no,LAMB2
LAMB3,,ENSG00000196878,3914,yes,no,no,no,LAMB3
LAMC2,,ENSG00000058085,3918,yes,no,no,no,LAMC2
LAMC3,,ENSG00000050555,10319,yes,yes,no,no,LAMC3
LAMP1,,ENSG00000185896,3916,yes,no,no,no,LAMP1
LANCL2,,ENSG00000132434,55915,yes,no,no,no,LANCL2
LARGE1,,ENSG00000133424,9215,yes,yes,no,no,LARGE1
LARP7,,ENSG00000174720,51574,yes,no,no,no,LARP7
LARS1,,ENSG00000133706,51520,yes,yes,no,no,LARS1
LARS2,,ENSG00000011376,23395,yes,yes,no,no,LARS2
LBR,,ENSG00000143815,3930,yes,no,no,no,LBR
LCAT,,ENSG00000213398,3931,yes,no,no,no,LCAT
LCK,,ENSG00000182866,3932,yes,no,no,no,LCK
LCMT1,,ENSG00000205629,51451,yes,no,no,no,LCMT1
LCN9,,ENSG00000148386,392399,yes,no,no,no,LCN9
LDB2,,ENSG00000169744,9079,yes,no,no,no,LDB2
LDB3,,ENSG00000122367,11155,yes,yes,no,no,LDB3
LDHA,,ENSG00000134333,3939,yes,no,no,no,LDHA
LDHC,,ENSG00000166796,3948,yes,no,no,no,LDHC
LDLR,,ENSG00000130164,3949,yes,no,no,no,LDLR
LDLRAD4,,ENSG00000168675,753,yes,no,no,no,LDLRAD4
LDLRAP1,,ENSG00000157978,26119,yes,no,no,no,LDLRAP1
LEFTY2,,ENSG00000143768,7044,yes,no,no,no,LEFTY2
LEMD2,,ENSG00000161904,221496,yes,no,no,no,LEMD2
LENG1,,ENSG00000105617,79165,yes,no,no,no,LENG1
LENG8,,ENSG00000167615,114823,yes,no,no,no,LENG8
LETM1,,ENSG00000168924,3954,yes,yes,no,no,LETM1
LGI4,,ENSG00000153902,163175,yes,no,no,no,LGI4
LHX1,,ENSG00000273706,3975,yes,yes,no,no,LHX1
LIFR,,ENSG00000113594,3977,yes,no,no,yes,LIFR
LIG3,,ENSG00000005156,3980,yes,yes,no,yes,LIG3
LIG4,,ENSG00000174405,3981,yes,yes,no,no,LIG4
LIM2,,ENSG00000105370,3982,yes,no,no,no,LIM2
LIMK1,,ENSG00000106683,3984,yes,yes,no,no,LIMK1
LIN28B,,ENSG00000187772,389421,yes,no,no,no,LIN28B
LIN7C,,ENSG00000148943,55327,yes,no,no,no,LIN7C
LINGO2,,ENSG00000174482,158038,yes,no,no,no,LINGO2
LIPA,,ENSG00000107798,3988,yes,yes,no,no,LIPA
LIPC,,ENSG00000166035,3990,yes,no,no,no,LIPC
LIPH,,ENSG00000163898,200879,yes,no,no,no,LIPH
LIPN,,ENSG00000204020,643418,yes,no,no,no,LIPN
LITAF,,ENSG00000189067,9516,yes,yes,no,yes,LITAF
LLPH,,ENSG00000139233,84298,yes,no,no,no,LLPH
LMAN2,,ENSG00000169223,10960,yes,no,no,no,LMAN2
LMBRD1,,ENSG00000168216,55788,yes,no,no,no,LMBRD1
LMBRD2,,ENSG00000164187,92255,yes,no,no,no,LMBRD2
LMCD1,,ENSG00000071282,29995,yes,no,no,no,LMCD1
LMNA,,ENSG00000160789,4000,yes,yes,no,yes,LMNA
LMNB1,,ENSG00000113368,4001,yes,yes,no,yes,LMNB1
LMO1,,ENSG00000166407,4004,yes,no,no,no,LMO1
LMO7,,ENSG00000136153,4008,yes,yes,no,no,LMO7
LMOD3,,ENSG00000163380,56203,yes,no,no,no,LMOD3
LMX1B,,ENSG00000136944,4010,yes,yes,no,yes,LMX1B
LONP1,,ENSG00000196365,9361,yes,yes,no,no,LONP1
LOXHD1,,ENSG00000167210,125336,yes,yes,no,no,LOXHD1
LOXL1,,ENSG00000129038,4016,yes,no,no,no,LOXL1
LOXL3,,ENSG00000115318,84695,yes,yes,no,no,LOXL3
LPAR1,,ENSG00000198121,1902,yes,no,no,no,LPAR1
LPAR6,,ENSG00000139679,10161,yes,no,no,no,LPAR6
LPIN1,,ENSG00000134324,23175,yes,no,no,no,LPIN1
LPIN2,,ENSG00000101577,9663,yes,yes,no,no,LPIN2
LPL,,ENSG00000175445,4023,yes,no,no,no,LPL
LRATD2,,ENSG00000168672,157638,yes,no,no,no,LRATD2
LRBA,,ENSG00000198589,987,yes,no,no,no,LRBA
LRIF1,,ENSG00000121931,55791,yes,no,no,no,LRIF1
LRIT1,,ENSG00000148602,26103,yes,no,no,no,LRIT1
LRIT3,,ENSG00000183423,345193,yes,no,no,no,LRIT3
LRMDA,,ENSG00000148655,83938,yes,no,no,no,LRMDA
LRP1,,ENSG00000123384,4035,yes,no,no,no,LRP1
LRP12,,ENSG00000147650,29967,yes,yes,no,no,LRP12
LRP1B,,ENSG00000168702,53353,yes,no,no,no,LRP1B
LRP4,,ENSG00000134569,4038,yes,yes,no,yes,LRP4
LRP8,,ENSG00000157193,7804,yes,no,no,no,LRP8
LRPAP1,,ENSG00000163956,4043,yes,no,no,no,LRPAP1
LRPPRC,,ENSG00000138095,10128,yes,no,no,no,LRPPRC
LRRC14,,ENSG00000160959,9684,yes,no,no,no,LRRC14
LRRC2,,ENSG00000163827,79442,yes,no,no,no,LRRC2
LRRC30,,ENSG00000206422,339291,yes,no,no,no,LRRC30
LRRC32,,ENSG00000137507,2615,yes,yes,no,no,LRRC32
LRRC37B,,ENSG00000185158,114659,yes,no,no,no,LRRC37B
LRRC45,,ENSG00000169683,201255,yes,no,no,no,LRRC45
LRRC56,,ENSG00000161328,115399,yes,yes,no,no,LRRC56
LRRC61,,ENSG00000127399,65999,yes,no,no,no,LRRC61
LRRC8A,,ENSG00000136802,56262,yes,no,no,no,LRRC8A
LRRC8D,,ENSG00000171492,55144,yes,no,no,no,LRRC8D
LRRN2,,ENSG00000170382,10446,yes,no,no,no,LRRN2
LRRTM4,,ENSG00000176204,80059,yes,no,no,no,LRRTM4
LSM14B,,ENSG00000149657,149986,yes,no,no,no,LSM14B
LSM7,,ENSG00000130332,51690,yes,no,no,no,LSM7
LSS,,ENSG00000160285,4047,yes,yes,no,no,LSS
LTBP2,,ENSG00000119681,4053,yes,no,no,no,LTBP2
LTBP4,,ENSG00000090006,8425,yes,no,no,no,LTBP4
LUC7L2,,ENSG00000146963,51631,yes,yes,no,no,LUC7L2
LUZP1,,ENSG00000169641,7798,yes,yes,no,no,LUZP1
LYAR,,ENSG00000145220,55646,yes,no,no,no,LYAR
LYN,,ENSG00000254087,4067,yes,no,no,no,LYN
LYRM7,,ENSG00000186687,90624,yes,yes,no,no,LYRM7
LYST,,ENSG00000143669,1130,yes,no,no,yes,LYST
LYVE1,,ENSG00000133800,10894,yes,no,no,no,LYVE1
LYZ,,ENSG00000090382,4069,yes,no,no,no,LYZ
LYZL1,,ENSG00000120563,84569,yes,no,no,no,LYZL1
LZTS1,,ENSG00000061337,11178,yes,no,no,no,LZTS1
MAB21L1,,ENSG00000180660,4081,yes,no,no,no,MAB21L1
MAB21L2,,ENSG00000181541,10586,yes,no,no,no,MAB21L2
MACF1,,ENSG00000127603,23499,yes,no,no,no,MACF1
MACIR,,ENSG00000181751,90355,yes,no,no,no,MACIR
MAD1L1,,ENSG00000002822,8379,yes,no,no,no,MAD1L1
MAD2L2,,ENSG00000116670,10459,yes,yes,no,no,MAD2L2
MADD,,ENSG00000110514,8567,yes,yes,no,yes,MADD
MAF1,,ENSG00000179632,84232,yes,no,no,no,MAF1
MAFA,,ENSG00000182759,389692,yes,no,no,no,MAFA
MAFB,,ENSG00000204103,9935,yes,yes,no,no,MAFB
MAFF,,ENSG00000185022,23764,yes,no,no,no,MAFF
MAG,,ENSG00000105695,4099,yes,yes,no,yes,MAG
MAGEF1,,ENSG00000177383,64110,yes,no,no,no,MAGEF1
MAGEL2,,ENSG00000254585,54551,yes,no,no,yes,MAGEL2
MAGI2,,ENSG00000187391,9863,yes,no,no,no,MAGI2
MAK,,ENSG00000111837,4117,yes,yes,no,no,MAK
MALRD1,,ENSG00000204740,340895,yes,no,no,no,MALRD1
MALT1,,ENSG00000172175,10892,yes,no,no,no,MALT1
MAN1B1,,ENSG00000177239,11253,yes,yes,no,no,MAN1B1
MAN2B1,,ENSG00000104774,4125,yes,yes,no,no,MAN2B1
MAN2C1,,ENSG00000140400,4123,yes,yes,no,no,MAN2C1
MANBA,,ENSG00000109323,4126,yes,yes,no,no,MANBA
MANF,,ENSG00000145050,7873,yes,yes,no,no,MANF
MAP1B,,ENSG00000131711,4131,yes,yes,no,no,MAP1B
MAP2K4,,ENSG00000065559,6416,yes,no,no,no,MAP2K4
MAP3K1,,ENSG00000095015,4214,yes,no,no,no,MAP3K1
MAP3K20,,ENSG00000091436,51776,yes,yes,no,no,MAP3K20
MAP3K7,,ENSG00000135341,6885,yes,yes,no,no,MAP3K7
MAPK1,,ENSG00000100030,5594,yes,yes,no,no,MAPK1
MAPK10,,ENSG00000109339,5602,yes,no,no,yes,MAPK10
MAPK8IP3,,ENSG00000138834,23162,yes,no,no,no,MAPK8IP3
MAPKAPK3,,ENSG00000114738,7867,yes,no,no,no,MAPKAPK3
MAPKAPK5,,ENSG00000089022,8550,yes,yes,no,no,MAPKAPK5
MAPKBP1,,ENSG00000137802,23005,yes,no,no,no,MAPKBP1
MAPRE2,,ENSG00000166974,10982,yes,yes,no,no,MAPRE2
MARCHF1,,ENSG00000145416,55016,yes,no,no,no,MARCHF1
MARCHF2,,ENSG00000099785,51257,yes,no,no,no,MARCHF2
MARCHF6,,ENSG00000145495,10299,yes,no,no,no,MARCHF6
MARK3,,ENSG00000075413,4140,yes,no,no,no,MARK3
MARS1,,ENSG00000166986,4141,yes,yes,no,yes,MARS1
MARS2,,ENSG00000247626,92935,yes,yes,no,no,MARS2
MASP1,,ENSG00000127241,5648,yes,yes,no,no,MASP1
MAST1,,ENSG00000105613,22983,yes,no,no,no,MAST1
MATN1,,ENSG00000162510,4146,yes,no,no,no,MATN1
MATR3,,ENSG00000015479,9782,yes,no,no,yes,MATR3
MAX,,ENSG00000125952,4149,yes,yes,no,no,MAX
MBD5,,ENSG00000204406,55777,yes,no,no,no,MBD5
MBL2,,ENSG00000165471,4153,yes,no,no,no,MBL2
MBOAT2,,ENSG00000143797,129642,yes,no,no,no,MBOAT2
MC1R,,ENSG00000258839,4157,yes,no,no,no,MC1R
MC5R,,ENSG00000176136,4161,yes,no,no,no,MC5R
MCAT,,ENSG00000100294,27349,yes,no,no,no,MCAT
MCC,,ENSG00000171444,4163,yes,no,no,no,MCC
MCCC2,,ENSG00000131844,64087,yes,no,no,no,MCCC2
MCEE,,ENSG00000124370,84693,yes,no,no,no,MCEE
MCIDAS,,ENSG00000234602,345643,yes,yes,no,no,MCIDAS
MCM3,,ENSG00000112118,4172,yes,no,no,no,MCM3
MCM3AP,,ENSG00000160294,8888,yes,yes,no,yes,MCM3AP
MCM4,,ENSG00000104738,4173,yes,no,no,no,MCM4
MCOLN1,,ENSG00000090674,57192,yes,yes,no,yes,MCOLN1
MCPH1,,ENSG00000147316,79648,yes,no,no,yes,MCPH1
MCTP2,,ENSG00000140563,55784,yes,yes,no,no,MCTP2
MDGA2,,ENSG00000139915,161357,yes,no,no,no,MDGA2
MDH1,,ENSG00000014641,4190,yes,no,no,no,MDH1
MDH2,,ENSG00000146701,4191,yes,yes,no,no,MDH2
ME1,,ENSG00000065833,4199,yes,no,no,no,ME1
ME3,,ENSG00000151376,10873,yes,no,no,no,ME3
MEAK7,,ENSG00000140950,57707,yes,no,no,no,MEAK7
MECR,,ENSG00000116353,51102,yes,yes,no,no,MECR
MED1,,ENSG00000125686,5469,yes,no,no,no,MED1
MED11,,ENSG00000161920,400569,yes,yes,no,no,MED11
MED12L,,ENSG00000144893,116931,yes,no,no,no,MED12L
MED13,,ENSG00000108510,9969,yes,yes,no,no,MED13
MED13L,,ENSG00000123066,23389,yes,yes,no,no,MED13L
MED17,,ENSG00000042429,9440,yes,yes,no,no,MED17
MED20,,ENSG00000124641,9477,yes,no,no,no,MED20
MED25,,ENSG00000104973,81857,yes,yes,no,yes,MED25
MED27,,ENSG00000160563,9442,yes,no,no,no,MED27
MED8,,ENSG00000159479,112950,yes,no,no,no,MED8
MEFV,,ENSG00000103313,4210,yes,no,no,yes,MEFV
MEGF10,,ENSG00000145794,84466,yes,yes,no,no,MEGF10
MEGF11,,ENSG00000157890,84465,yes,no,no,no,MEGF11
MEGF6,,ENSG00000162591,1953,yes,no,no,no,MEGF6
MEGF8,,ENSG00000105429,1954,yes,yes,no,no,MEGF8
MEN1,,ENSG00000133895,4221,yes,yes,no,yes,MEN1
MESP2,,ENSG00000188095,145873,yes,no,no,no,MESP2
MET,,ENSG00000105976,4233,yes,yes,no,no,MET
METTL21C,,ENSG00000139780,196541,yes,no,no,no,METTL21C
METTL24,,ENSG00000053328,728464,yes,no,no,no,METTL24
METTL27,,ENSG00000165171,155368,yes,yes,no,no,METTL27
METTL4,,ENSG00000101574,64863,yes,no,no,no,METTL4
METTL5,,ENSG00000138382,29081,yes,no,no,no,METTL5
MFGE8,,ENSG00000140545,4240,yes,no,no,no,MFGE8
MFRP,,ENSG00000235718,83552,yes,no,no,no,MFRP
MFSD4B,,ENSG00000173214,91749,yes,no,no,no,MFSD4B
MFSD6,,ENSG00000151690,54842,yes,no,no,no,MFSD6
MFSD8,,ENSG00000164073,256471,yes,no,no,yes,MFSD8
MGAT2,,ENSG00000168282,4247,yes,yes,no,no,MGAT2
MGLL,,ENSG00000074416,11343,yes,no,no,no,MGLL
MGME1,,ENSG00000125871,92667,yes,yes,no,no,MGME1
MGMT,,ENSG00000170430,4255,yes,no,no,no,MGMT
MGST2,,ENSG00000085871,4258,yes,no,no,no,MGST2
MIA3,,ENSG00000154305,375056,yes,yes,no,no,MIA3
MICALL2,,ENSG00000164877,79778,yes,no,no,no,MICALL2
MICOS13,,ENSG00000174917,125988,yes,yes,no,no,MICOS13
MICU1,,ENSG00000107745,10367,yes,yes,no,yes,MICU1
MIDEAS,,ENSG00000156030,91748,yes,no,no,no,MIDEAS
MIEF1,,ENSG00000100335,54471,yes,no,no,no,MIEF1
MIF,,ENSG00000240972,4282,yes,yes,no,no,MIF
MILR1,,ENSG00000271605,284021,yes,no,no,no,MILR1
MINAR1,,ENSG00000169330,23251,yes,no,no,no,MINAR1
MINPP1,,ENSG00000107789,9562,yes,no,no,no,MINPP1
MIP,,ENSG00000135517,4284,yes,no,no,no,MIP
MITD1,,ENSG00000158411,129531,yes,no,no,no,MITD1
MLC1,,ENSG00000100427,23209,yes,yes,no,yes,MLC1
MLH1,,ENSG00000076242,4292,yes,yes,no,yes,MLH1
MLIP,,ENSG00000146147,90523,yes,no,no,no,MLIP
MLKL,,ENSG00000168404,197259,yes,no,no,no,MLKL
MLLT10,,ENSG00000078403,8028,yes,no,no,no,MLLT10
MLX,,ENSG00000108788,6945,yes,no,no,no,MLX
MLXIPL,,ENSG00000009950,51085,yes,yes,no,no,MLXIPL
MMAA,,ENSG00000151611,166785,yes,no,no,no,MMAA
MMAB,,ENSG00000139428,326625,yes,no,no,no,MMAB
MMACHC,,ENSG00000132763,25974,yes,yes,no,yes,MMACHC
MMADHC,,ENSG00000168288,27249,yes,no,no,no,MMADHC
MME,,ENSG00000196549,4311,yes,yes,no,yes,MME
MMP1,,ENSG00000196611,4312,yes,no,no,no,MMP1
MMP11,,ENSG00000099953,4320,yes,no,no,no,MMP11
MMP19,,ENSG00000123342,4327,yes,no,no,no,MMP19
MMP23B,,ENSG00000189409,8510,yes,yes,no,no,MMP23B
MMS22L,,ENSG00000146263,253714,yes,no,no,no,MMS22L
MMUT,,ENSG00000146085,4594,yes,no,no,no,MMUT
MN1,,ENSG00000169184,4330,yes,yes,no,no,MN1
MOCOS,,ENSG00000075643,55034,yes,no,no,no,MOCOS
MOCS1,,ENSG00000124615,4337,yes,no,no,no,MOCS1
MOCS2,,ENSG00000164172,4338,yes,no,no,no,MOCS2
MOG,,ENSG00000204655,4340,yes,no,no,yes,MOG
MOGS,,ENSG00000115275,7841,yes,yes,no,no,MOGS
MOK,,ENSG00000080823,5891,yes,no,no,no,MOK
MORC2,,ENSG00000133422,22880,yes,yes,no,yes,MORC2
MOXD1,,ENSG00000079931,26002,yes,no,no,no,MOXD1
MPC1,,ENSG00000060762,51660,yes,no,no,no,MPC1
MPDU1,,ENSG00000129255,9526,yes,yes,no,no,MPDU1
MPDZ,,ENSG00000107186,8777,yes,yes,no,no,MPDZ
MPHOSPH8,,ENSG00000196199,54737,yes,no,no,no,MPHOSPH8
MPI,,ENSG00000178802,4351,yes,yes,no,no,MPI
MPL,,ENSG00000117400,4352,yes,no,no,yes,MPL
MPLKIP,,ENSG00000168303,136647,yes,yes,no,yes,MPLKIP
MPP4,,ENSG00000082126,58538,yes,no,no,no,MPP4
MPST,,ENSG00000128309,4357,yes,no,no,no,MPST
MPZ,,ENSG00000158887,4359,yes,yes,no,yes,MPZ
MRAP,,ENSG00000170262,56246,yes,no,no,no,MRAP
MRE11,,ENSG00000020922,4361,yes,no,no,no,MRE11
MREG,,ENSG00000118242,55686,yes,no,no,no,MREG
MRGPRF,,ENSG00000172935,116535,yes,no,no,no,MRGPRF
MROH1,,ENSG00000179832,727957,yes,no,no,no,MROH1
MROH2B,,ENSG00000171495,133558,yes,no,no,no,MROH2B
MRPL12,,ENSG00000262814,6182,yes,yes,no,no,MRPL12
MRPL39,,ENSG00000154719,54148,yes,no,no,no,MRPL39
MRPS2,,ENSG00000122140,51116,yes,yes,no,no,MRPS2
MRPS22,,ENSG00000175110,56945,yes,yes,no,no,MRPS22
MRPS28,,ENSG00000147586,28957,yes,yes,no,no,MRPS28
MRPS34,,ENSG00000074071,65993,yes,no,no,no,MRPS34
MSH2,,ENSG00000095002,4436,yes,yes,no,yes,MSH2
MSH6,,ENSG00000116062,2956,yes,yes,no,yes,MSH6
MSI2,,ENSG00000153944,124540,yes,yes,no,no,MSI2
MSLN,,ENSG00000102854,10232,yes,no,no,no,MSLN
MSMO1,,ENSG00000052802,6307,yes,no,no,no,MSMO1
MSRB3,,ENSG00000174099,253827,yes,yes,no,no,MSRB3
MST1,,ENSG00000173531,4485,yes,no,no,no,MST1
MSTO1,,ENSG00000125459,55154,yes,yes,no,yes,MSTO1
MTA1,,ENSG00000182979,9112,yes,no,no,no,MTA1
MTAP,,ENSG00000099810,4507,yes,yes,no,no,MTAP
MTCL1,,ENSG00000168502,23255,yes,no,no,no,MTCL1
MTFMT,,ENSG00000103707,123263,yes,yes,no,no,MTFMT
MTHFD1,,ENSG00000100714,4522,yes,yes,no,no,MTHFD1
MTHFR,,ENSG00000177000,4524,yes,yes,no,yes,MTHFR
MTHFS,,ENSG00000136371,10588,yes,yes,no,no,MTHFS
MTIF3,,ENSG00000122033,219402,yes,no,no,no,MTIF3
MTMR10,,ENSG00000166912,54893,yes,no,no,no,MTMR10
MTMR14,,ENSG00000163719,64419,yes,no,no,no,MTMR14
MTMR3,,ENSG00000100330,8897,yes,yes,no,no,MTMR3
MTNR1A,,ENSG00000168412,4543,yes,no,no,no,MTNR1A
MTNR1B,,ENSG00000134640,4544,yes,no,no,no,MTNR1B
MTPAP,,ENSG00000107951,55149,yes,no,no,no,MTPAP
MTR,,ENSG00000116984,4548,yes,yes,no,no,MTR
MTRFR,,ENSG00000130921,91574,yes,yes,no,yes,MTRFR
MTRR,,ENSG00000124275,4552,yes,yes,no,no,MTRR
MTSS2,,ENSG00000132613,92154,yes,yes,no,no,MTSS2
MUSK,,ENSG00000030304,4593,yes,no,no,yes,MUSK
MUSTN1,,ENSG00000272573,389125,yes,no,no,no,MUSTN1
MUTYH,,ENSG00000132781,4595,yes,yes,no,yes,MUTYH
MVK,,ENSG00000110921,4598,yes,yes,no,no,MVK
MXD3,,ENSG00000213347,83463,yes,no,no,no,MXD3
MYADM,,ENSG00000179820,91663,yes,no,no,no,MYADM
MYBL2,,ENSG00000101057,4605,yes,no,no,no,MYBL2
MYBPC1,,ENSG00000196091,4604,yes,no,no,no,MYBPC1
MYCN,,ENSG00000134323,4613,yes,yes,no,no,MYCN
MYD88,,ENSG00000172936,4615,yes,yes,no,no,MYD88
MYF5,,ENSG00000111049,4617,yes,no,no,no,MYF5
MYF6,,ENSG00000111046,4618,yes,no,no,no,MYF6
MYH1,,ENSG00000109061,4619,yes,no,no,no,MYH1
MYH10,,ENSG00000133026,4628,yes,no,no,no,MYH10
MYH11,,ENSG00000133392,4629,yes,yes,no,no,MYH11
MYH2,,ENSG00000125414,4620,yes,no,no,no,MYH2
MYH3,,ENSG00000109063,4621,yes,yes,no,no,MYH3
MYH8,,ENSG00000133020,4626,yes,no,no,no,MYH8
MYH9,,ENSG00000100345,4627,yes,yes,no,no,MYH9
MYL1,,ENSG00000168530,4632,yes,no,no,no,MYL1
MYL11,,ENSG00000180209,29895,yes,no,no,no,MYL11
MYL3,,ENSG00000160808,4634,yes,yes,no,no,MYL3
MYL5,,ENSG00000215375,4636,yes,no,no,no,MYL5
MYL9,,ENSG00000101335,10398,yes,no,no,no,MYL9
MYMK,,ENSG00000187616,389827,yes,yes,no,no,MYMK
MYO15B,,ENSG00000266714,80022,yes,no,no,no,MYO15B
MYO18B,,ENSG00000133454,84700,yes,yes,no,no,MYO18B
MYO19,,ENSG00000278259,80179,yes,no,no,no,MYO19
MYO1H,,ENSG00000174527,283446,yes,yes,no,no,MYO1H
MYO3A,,ENSG00000095777,53904,yes,yes,no,no,MYO3A
MYO3B,,ENSG00000071909,140469,yes,yes,no,no,MYO3B
MYO5A,,ENSG00000197535,4644,yes,no,no,no,MYO5A
MYO6,,ENSG00000196586,4646,yes,yes,no,no,MYO6
MYO9A,,ENSG00000066933,4649,yes,yes,no,no,MYO9A
MYO9B,,ENSG00000099331,4650,yes,no,no,no,MYO9B
